Name,ID,Works API URL,Works Count,H-Index,Country Code
Ting Luo,https://openalex.org/A5035201433,https://api.openalex.org/works?filter=author.id:A5035201433,228,30,CN
Yan Wang,https://openalex.org/A5100322712,https://api.openalex.org/works?filter=author.id:A5100322712,1837,69,CN
Xiangqian Shen,https://openalex.org/A5101984121,https://api.openalex.org/works?filter=author.id:A5101984121,302,53,CN
Xiaomeng Xiong,https://openalex.org/A5019917525,https://api.openalex.org/works?filter=author.id:A5019917525,2,0,CN
Xueyan Gao,https://openalex.org/A5102318346,https://api.openalex.org/works?filter=author.id:A5102318346,47,11,CN
Masahiro Kuwahara,https://openalex.org/A5049693274,https://api.openalex.org/works?filter=author.id:A5049693274,41,6,JP
Yukihisa Fujita,https://openalex.org/A5043268072,https://api.openalex.org/works?filter=author.id:A5043268072,70,18,JP
Tianji Cai,https://openalex.org/A5048880362,https://api.openalex.org/works?filter=author.id:A5048880362,74,17,MO
Alex Pentland,https://openalex.org/A5007176508,https://api.openalex.org/works?filter=author.id:A5007176508,1033,122,US
Alex Rutherford,https://openalex.org/A5029104172,https://api.openalex.org/works?filter=author.id:A5029104172,53,13,DE
Iyad Rahwan,https://openalex.org/A5009232244,https://api.openalex.org/works?filter=author.id:A5009232244,333,44,DE
Morgan R. Frank,https://openalex.org/A5012787401,https://api.openalex.org/works?filter=author.id:A5012787401,61,18,US
Tobin South,https://openalex.org/A5027450101,https://api.openalex.org/works?filter=author.id:A5027450101,31,3,US
Marios Papachristou,https://openalex.org/A5057880103,https://api.openalex.org/works?filter=author.id:A5057880103,36,4,US
Cameron Lai,https://openalex.org/A5019218689,https://api.openalex.org/works?filter=author.id:A5019218689,5,1,JP
Fujio Toriumi,https://openalex.org/A5040217228,https://api.openalex.org/works?filter=author.id:A5040217228,228,16,JP
Haruhiko Tashiro,https://openalex.org/A5012739163,https://api.openalex.org/works?filter=author.id:A5012739163,16,6,JP
Mitsuo Yoshida,https://openalex.org/A5063652311,https://api.openalex.org/works?filter=author.id:A5063652311,379,29,JP
Koji Suzuki,https://openalex.org/A5035143437,https://api.openalex.org/works?filter=author.id:A5035143437,792,65,JP
Takehiko MURAI,https://openalex.org/A5083467883,https://api.openalex.org/works?filter=author.id:A5083467883,1,1,N/A
Toshio Murase,https://openalex.org/A5059305420,https://api.openalex.org/works?filter=author.id:A5059305420,230,41,JP
Lukas Erhard,https://openalex.org/A5079270160,https://api.openalex.org/works?filter=author.id:A5079270160,8,4,DE
Yutong Si,https://openalex.org/A5042088277,https://api.openalex.org/works?filter=author.id:A5042088277,14,5,US
Jen‐Hao Chen,https://openalex.org/A5066147862,https://api.openalex.org/works?filter=author.id:A5066147862,95,25,TW
Chi-Hsiu Lu,https://openalex.org/A5013303283,https://api.openalex.org/works?filter=author.id:A5013303283,1,1,TW
Chloe Ahn,https://openalex.org/A5056247832,https://api.openalex.org/works?filter=author.id:A5056247832,4,3,US
Drew Dimmery,https://openalex.org/A5063445465,https://api.openalex.org/works?filter=author.id:A5063445465,35,6,US
Kevin Munger,https://openalex.org/A5015770363,https://api.openalex.org/works?filter=author.id:A5015770363,212,19,IT
Zhuangyuan Fan,https://openalex.org/A5090329397,https://api.openalex.org/works?filter=author.id:A5090329397,15,8,HK
Tobias Kamelski,https://openalex.org/A5093912704,https://api.openalex.org/works?filter=author.id:A5093912704,3,1,N/A
Benjamin C. Kennedy,https://openalex.org/A5011973581,https://api.openalex.org/works?filter=author.id:A5011973581,117,23,US
John P. Diaz,https://openalex.org/A5006240593,https://api.openalex.org/works?filter=author.id:A5006240593,101,17,US
Warren Hogan,https://openalex.org/A5020827468,https://api.openalex.org/works?filter=author.id:A5020827468,169,14,AU
Yan Jiang,https://openalex.org/A5067139014,https://api.openalex.org/works?filter=author.id:A5067139014,673,65,CN
Vicky Chuqiao Yang,https://openalex.org/A5049240073,https://api.openalex.org/works?filter=author.id:A5049240073,41,7,US
Adrian Zhou,https://openalex.org/A5018574266,https://api.openalex.org/works?filter=author.id:A5018574266,9,3,US
Camelia E. Hostinar,https://openalex.org/A5083437430,https://api.openalex.org/works?filter=author.id:A5083437430,82,32,US
Emily Tran,https://openalex.org/A5049417901,https://api.openalex.org/works?filter=author.id:A5049417901,9,1,US
Fernanda Ferreira,https://openalex.org/A5086501120,https://api.openalex.org/works?filter=author.id:A5086501120,240,56,US
Sally Hang,https://openalex.org/A5038884124,https://api.openalex.org/works?filter=author.id:A5038884124,10,5,US
A. Inomata,https://openalex.org/A5026854954,https://api.openalex.org/works?filter=author.id:A5026854954,74,18,JP
Sayuri Kohmura,https://openalex.org/A5021142594,https://api.openalex.org/works?filter=author.id:A5021142594,8,2,JP
Yuki Sasamoto,https://openalex.org/A5048274255,https://api.openalex.org/works?filter=author.id:A5048274255,16,4,JP
Aliakbar Akbaritabar,https://openalex.org/A5067953991,https://api.openalex.org/works?filter=author.id:A5067953991,51,11,DE
Emilio Zagheni,https://openalex.org/A5086453253,https://api.openalex.org/works?filter=author.id:A5086453253,195,34,DE
Holly Zhou,https://openalex.org/A5065023939,https://api.openalex.org/works?filter=author.id:A5065023939,52,21,US
Luı́s A. Nunes Amaral,https://openalex.org/A5073544378,https://api.openalex.org/works?filter=author.id:A5073544378,373,80,US
Mengyi Sun,https://openalex.org/A5070019023,https://api.openalex.org/works?filter=author.id:A5070019023,34,11,FI
Nico Hornig,https://openalex.org/A5079989349,https://api.openalex.org/works?filter=author.id:A5079989349,5,2,N/A
Tobias Schmidt,https://openalex.org/A5081725440,https://api.openalex.org/works?filter=author.id:A5081725440,84,35,CH
Júlia Koltai,https://openalex.org/A5084303908,https://api.openalex.org/works?filter=author.id:A5084303908,60,11,HU
Szilvia Rudas,https://openalex.org/A5113279801,https://api.openalex.org/works?filter=author.id:A5113279801,2,1,HU
Zoltán Kmetty,https://openalex.org/A5015694492,https://api.openalex.org/works?filter=author.id:A5015694492,83,8,HU
Zsófia Rakovics,https://openalex.org/A5090107603,https://api.openalex.org/works?filter=author.id:A5090107603,6,2,HU
Ákos Huszár,https://openalex.org/A5054348632,https://api.openalex.org/works?filter=author.id:A5054348632,31,5,HU
Harry Febrian,https://openalex.org/A5076071393,https://api.openalex.org/works?filter=author.id:A5076071393,4,1,CN
David M. Kent,https://openalex.org/A5006559598,https://api.openalex.org/works?filter=author.id:A5006559598,441,67,US
Madison Coots,https://openalex.org/A5068825751,https://api.openalex.org/works?filter=author.id:A5068825751,10,3,US
Soroush Saghafian,https://openalex.org/A5068960692,https://api.openalex.org/works?filter=author.id:A5068960692,111,21,US
Zhaoyin Chu,https://openalex.org/A5020380520,https://api.openalex.org/works?filter=author.id:A5020380520,2,1,CN
Friedolin Merhout,https://openalex.org/A5077079991,https://api.openalex.org/works?filter=author.id:A5077079991,15,9,DK
Mauro Martinelli,https://openalex.org/A5086308811,https://api.openalex.org/works?filter=author.id:A5086308811,37,10,IT
Mahmoudreza Babaei,https://openalex.org/A5033317835,https://api.openalex.org/works?filter=author.id:A5033317835,27,13,DE
Sepideh Khalafi,https://openalex.org/A5060246883,https://api.openalex.org/works?filter=author.id:A5060246883,4,3,IR
Alexander R. Caceres-Wright,https://openalex.org/A5107185222,https://api.openalex.org/works?filter=author.id:A5107185222,1,0,N/A
Grant Bunn,https://openalex.org/A5107185224,https://api.openalex.org/works?filter=author.id:A5107185224,1,0,N/A
Stef M. Shuster,https://openalex.org/A5065811299,https://api.openalex.org/works?filter=author.id:A5065811299,37,10,US
Asael H. Sorensen,https://openalex.org/A5018810732,https://api.openalex.org/works?filter=author.id:A5018810732,2,0,N/A
Asmeret Naugle,https://openalex.org/A5045356775,https://api.openalex.org/works?filter=author.id:A5045356775,52,5,US
Casey Doyle,https://openalex.org/A5033547967,https://api.openalex.org/works?filter=author.id:A5033547967,32,5,US
Daniel Krofcheck,https://openalex.org/A5047136123,https://api.openalex.org/works?filter=author.id:A5047136123,87,15,US
Ahana Bhattacharya,https://openalex.org/A5102415619,https://api.openalex.org/works?filter=author.id:A5102415619,8,4,IN
Alyssa Smith,https://openalex.org/A5019023655,https://api.openalex.org/works?filter=author.id:A5019023655,4,2,MX
Kilian Buehling,https://openalex.org/A5084458456,https://api.openalex.org/works?filter=author.id:A5084458456,16,5,DE
Volker Stocker,https://openalex.org/A5091751818,https://api.openalex.org/works?filter=author.id:A5091751818,74,8,DE
Yangliu Fan,https://openalex.org/A5004327296,https://api.openalex.org/works?filter=author.id:A5004327296,4,1,DK
Alexandra Segerberg,https://openalex.org/A5054478253,https://api.openalex.org/works?filter=author.id:A5054478253,35,14,SE
Matias Piqueras,https://openalex.org/A5111264644,https://api.openalex.org/works?filter=author.id:A5111264644,1,1,N/A
Matteo Magnani,https://openalex.org/A5018392096,https://api.openalex.org/works?filter=author.id:A5018392096,193,29,SE
Yen-Huei Chen,https://openalex.org/A5043405308,https://api.openalex.org/works?filter=author.id:A5043405308,29,13,TW
Stefania Ionescu,https://openalex.org/A5011455638,https://api.openalex.org/works?filter=author.id:A5011455638,10,2,CH
Yuhao Du,https://openalex.org/A5023211206,https://api.openalex.org/works?filter=author.id:A5023211206,26,8,CN
Andrés Abeliuk,https://openalex.org/A5038897083,https://api.openalex.org/works?filter=author.id:A5038897083,76,14,CL
Naim Bro,https://openalex.org/A5081967253,https://api.openalex.org/works?filter=author.id:A5081967253,17,5,CL
Vanessa Gaete,https://openalex.org/A5116054024,https://api.openalex.org/works?filter=author.id:A5116054024,1,0,N/A
Christopher M. Danforth,https://openalex.org/A5002034958,https://api.openalex.org/works?filter=author.id:A5002034958,209,33,US
Denis Hudon,https://openalex.org/A5092160841,https://api.openalex.org/works?filter=author.id:A5092160841,2,1,N/A
Jonathan St-Onge,https://openalex.org/A5026024797,https://api.openalex.org/works?filter=author.id:A5026024797,15,3,CA
Julia Witte Zimmerman,https://openalex.org/A5089082846,https://api.openalex.org/works?filter=author.id:A5089082846,7,2,US
Kathryn E. Cramer,https://openalex.org/A5054876523,https://api.openalex.org/works?filter=author.id:A5054876523,50,20,US
Mikaela Irene Fudolig,https://openalex.org/A5027414437,https://api.openalex.org/works?filter=author.id:A5027414437,32,5,US
Milo Z. Trujillo,https://openalex.org/A5078442658,https://api.openalex.org/works?filter=author.id:A5078442658,27,7,US
Peter N. Dodds,https://openalex.org/A5077228817,https://api.openalex.org/works?filter=author.id:A5077228817,268,69,AU
Calvin Isch,https://openalex.org/A5045607021,https://api.openalex.org/works?filter=author.id:A5045607021,22,5,US
Neil Fasching,https://openalex.org/A5062168541,https://api.openalex.org/works?filter=author.id:A5062168541,10,4,US
Timothy G. Dorr,https://openalex.org/A5055160277,https://api.openalex.org/works?filter=author.id:A5055160277,10,2,NL
Dmitry Zinoviev,https://openalex.org/A5078357516,https://api.openalex.org/works?filter=author.id:A5078357516,88,14,US
Pelin Bicen,https://openalex.org/A5070544413,https://api.openalex.org/works?filter=author.id:A5070544413,45,10,US
Yannick Thams,https://openalex.org/A5038158438,https://api.openalex.org/works?filter=author.id:A5038158438,24,9,US
Anna B. Stephenson,https://openalex.org/A5023968831,https://api.openalex.org/works?filter=author.id:A5023968831,36,8,US
Christopher P. Kempes,https://openalex.org/A5028862879,https://api.openalex.org/works?filter=author.id:A5028862879,132,22,US
G. Falmagne,https://openalex.org/A5073430015,https://api.openalex.org/works?filter=author.id:A5073430015,336,25,FR
Simon A. Levin,https://openalex.org/A5077712228,https://api.openalex.org/works?filter=author.id:A5077712228,994,141,US
Albert‐László Barabási,https://openalex.org/A5038976962,https://api.openalex.org/works?filter=author.id:A5038976962,667,154,US
Alexander J. Gates,https://openalex.org/A5047198701,https://api.openalex.org/works?filter=author.id:A5047198701,45,13,US
Yessica Herrera-Guzman,https://openalex.org/A5059666158,https://api.openalex.org/works?filter=author.id:A5059666158,1,1,FR
Eirliani Abdul Rahman,https://openalex.org/A5074486542,https://api.openalex.org/works?filter=author.id:A5074486542,4,0,KE
Lin Gan,https://openalex.org/A5054351096,https://api.openalex.org/works?filter=author.id:A5054351096,279,57,CN
M B Mets,https://openalex.org/A5109568719,https://api.openalex.org/works?filter=author.id:A5109568719,29,16,NL
Maximilian Schich,https://openalex.org/A5070753993,https://api.openalex.org/works?filter=author.id:A5070753993,48,9,EE
Tali Kristal,https://openalex.org/A5060541841,https://api.openalex.org/works?filter=author.id:A5060541841,33,16,IL
Daniel Verdi do Amarante,https://openalex.org/A5092493862,https://api.openalex.org/works?filter=author.id:A5092493862,2,1,US
Zachary Horne,https://openalex.org/A5050716607,https://api.openalex.org/works?filter=author.id:A5050716607,77,14,GB
Andrew Iliadis,https://openalex.org/A5020081727,https://api.openalex.org/works?filter=author.id:A5020081727,57,10,US
Jing Han,https://openalex.org/A5020144785,https://api.openalex.org/works?filter=author.id:A5020144785,182,40,CN
Fengli Xu,https://openalex.org/A5062365263,https://api.openalex.org/works?filter=author.id:A5062365263,108,23,CN
Banglin Chen,https://openalex.org/A5083206827,https://api.openalex.org/works?filter=author.id:A5083206827,1055,143,CN
Pan Hui,https://openalex.org/A5029925982,https://api.openalex.org/works?filter=author.id:A5029925982,568,58,FI
Yong Li,https://openalex.org/A5100355277,https://api.openalex.org/works?filter=author.id:A5100355277,1498,78,CN
Bernie Hogan,https://openalex.org/A5067990394,https://api.openalex.org/works?filter=author.id:A5067990394,84,28,GB
Scott A. Hale,https://openalex.org/A5029882049,https://api.openalex.org/works?filter=author.id:A5029882049,203,28,GB
Yixin Chen,https://openalex.org/A5100393445,https://api.openalex.org/works?filter=author.id:A5100393445,306,45,CN
Anastasia Kozyreva,https://openalex.org/A5006314379,https://api.openalex.org/works?filter=author.id:A5006314379,37,13,DE
Briony Swire‐Thompson,https://openalex.org/A5006172855,https://api.openalex.org/works?filter=author.id:A5006172855,46,16,US
Michael Geers,https://openalex.org/A5027261073,https://api.openalex.org/works?filter=author.id:A5027261073,15,6,DE
Philipp Lorenz-Spreen,https://openalex.org/A5026949484,https://api.openalex.org/works?filter=author.id:A5026949484,62,18,DE
Ralph Hertwig,https://openalex.org/A5068556395,https://api.openalex.org/works?filter=author.id:A5068556395,587,76,DE
Ruben C. Arslan,https://openalex.org/A5052911565,https://api.openalex.org/works?filter=author.id:A5052911565,59,18,DE
Stefan M. Herzog,https://openalex.org/A5008439962,https://api.openalex.org/works?filter=author.id:A5008439962,124,26,DE
Brendan Nyhan,https://openalex.org/A5010924288,https://api.openalex.org/works?filter=author.id:A5010924288,255,50,US
Do Won Kim,https://openalex.org/A5003636926,https://api.openalex.org/works?filter=author.id:A5003636926,226,25,KR
Giovanni Luca Ciampaglia,https://openalex.org/A5056583184,https://api.openalex.org/works?filter=author.id:A5056583184,78,22,US
Maria Elizabeth Grabe,https://openalex.org/A5008606959,https://api.openalex.org/works?filter=author.id:A5008606959,85,25,US
Roee Levy,https://openalex.org/A5055759603,https://api.openalex.org/works?filter=author.id:A5055759603,37,9,US
Diane Dagyong Kim,https://openalex.org/A5075837940,https://api.openalex.org/works?filter=author.id:A5075837940,2,0,US
Haoning Xue,https://openalex.org/A5012164081,https://api.openalex.org/works?filter=author.id:A5012164081,17,4,US
Jingwen Zhang,https://openalex.org/A5100435139,https://api.openalex.org/works?filter=author.id:A5100435139,401,47,CN
Xiaohui Wang,https://openalex.org/A5100410733,https://api.openalex.org/works?filter=author.id:A5100410733,606,67,CN
Yunya Song,https://openalex.org/A5060246267,https://api.openalex.org/works?filter=author.id:A5060246267,79,14,HK
Bin Chen,https://openalex.org/A5100427314,https://api.openalex.org/works?filter=author.id:A5100427314,611,80,CN
Jiyoun Suk,https://openalex.org/A5011711173,https://api.openalex.org/works?filter=author.id:A5011711173,33,10,US
Josephine Lukito,https://openalex.org/A5063065481,https://api.openalex.org/works?filter=author.id:A5063065481,55,16,US
Megan E. L. Brown,https://openalex.org/A5024130598,https://api.openalex.org/works?filter=author.id:A5024130598,101,16,GB
Meredith L. Pruden,https://openalex.org/A5066491651,https://api.openalex.org/works?filter=author.id:A5066491651,20,6,US
Ross Dahlke,https://openalex.org/A5024623417,https://api.openalex.org/works?filter=author.id:A5024623417,12,4,US
Sarah Shugars,https://openalex.org/A5053640148,https://api.openalex.org/works?filter=author.id:A5053640148,30,8,US
Weizhong Li,https://openalex.org/A5027145422,https://api.openalex.org/works?filter=author.id:A5027145422,231,50,US
Yini Zhang,https://openalex.org/A5009478901,https://api.openalex.org/works?filter=author.id:A5009478901,51,13,CN
Yunkang Yang,https://openalex.org/A5005537718,https://api.openalex.org/works?filter=author.id:A5005537718,8,5,US
Masahiro Kazama,https://openalex.org/A5015670174,https://api.openalex.org/works?filter=author.id:A5015670174,45,11,US
Ryan Smith,https://openalex.org/A5002511145,https://api.openalex.org/works?filter=author.id:A5002511145,325,39,US
Susumu Nagayama,https://openalex.org/A5012197691,https://api.openalex.org/works?filter=author.id:A5012197691,5,5,JP
Toru Takahashi,https://openalex.org/A5101799446,https://api.openalex.org/works?filter=author.id:A5101799446,385,44,JP
Alireza Javadian Sabet,https://openalex.org/A5048088355,https://api.openalex.org/works?filter=author.id:A5048088355,25,6,US
Daniel L. Rock,https://openalex.org/A5018502975,https://api.openalex.org/works?filter=author.id:A5018502975,181,63,US
Renzhe Yu,https://openalex.org/A5047810054,https://api.openalex.org/works?filter=author.id:A5047810054,40,11,US
Sarah Bana,https://openalex.org/A5081361660,https://api.openalex.org/works?filter=author.id:A5081361660,18,8,US
Bojan Simoski,https://openalex.org/A5046226201,https://api.openalex.org/works?filter=author.id:A5046226201,14,4,NL
David J. Blok,https://openalex.org/A5032167625,https://api.openalex.org/works?filter=author.id:A5032167625,47,17,NL
Francesco Pierri,https://openalex.org/A5013385420,https://api.openalex.org/works?filter=author.id:A5013385420,352,18,IT
John Bryden,https://openalex.org/A5085714892,https://api.openalex.org/works?filter=author.id:A5085714892,164,18,NO
Matthew DeVerna,https://openalex.org/A5070356107,https://api.openalex.org/works?filter=author.id:A5070356107,275,7,BR
Diogo A. Gomes,https://openalex.org/A5087528940,https://api.openalex.org/works?filter=author.id:A5087528940,253,30,SA
Eni Mustafaraj,https://openalex.org/A5026626448,https://api.openalex.org/works?filter=author.id:A5026626448,110,17,US
Kyung Park,https://openalex.org/A5053784747,https://api.openalex.org/works?filter=author.id:A5053784747,250,36,KR
Angelos Chatzimparmpas,https://openalex.org/A5070488104,https://api.openalex.org/works?filter=author.id:A5070488104,33,7,NL
Jessica Hullman,https://openalex.org/A5068008545,https://api.openalex.org/works?filter=author.id:A5068008545,149,30,US
Matthew Groh,https://openalex.org/A5042355795,https://api.openalex.org/works?filter=author.id:A5042355795,62,15,US
Negar Kamali,https://openalex.org/A5087854473,https://api.openalex.org/works?filter=author.id:A5087854473,11,5,MA
Isamar Troncoso,https://openalex.org/A5041202312,https://api.openalex.org/works?filter=author.id:A5041202312,11,5,US
Akira Matsui,https://openalex.org/A5082554858,https://api.openalex.org/works?filter=author.id:A5082554858,637,53,JP
Taichi Murayama,https://openalex.org/A5110823458,https://api.openalex.org/works?filter=author.id:A5110823458,20,9,JP
Ken J. Nixon,https://openalex.org/A5002746694,https://api.openalex.org/works?filter=author.id:A5002746694,82,11,ZA
Martin Bekker,https://openalex.org/A5051317739,https://api.openalex.org/works?filter=author.id:A5051317739,20,4,ZA
Ádám Stefkovics,https://openalex.org/A5074354806,https://api.openalex.org/works?filter=author.id:A5074354806,37,5,HU
Mohsen Bahrami,https://openalex.org/A5010053907,https://api.openalex.org/works?filter=author.id:A5010053907,29,16,IR
Yilun Xu,https://openalex.org/A5052076681,https://api.openalex.org/works?filter=author.id:A5052076681,64,18,CN
Jinhyuk Yun,https://openalex.org/A5102922371,https://api.openalex.org/works?filter=author.id:A5102922371,40,6,KR
T.S. You,https://openalex.org/A5112199656,https://api.openalex.org/works?filter=author.id:A5112199656,10,6,CN
Young‐Eun Kim,https://openalex.org/A5100455090,https://api.openalex.org/works?filter=author.id:A5100455090,416,89,KR
Carolina Coimbra Vieira,https://openalex.org/A5072186861,https://api.openalex.org/works?filter=author.id:A5072186861,21,4,DE
Asli Ebru Şanlıtürk,https://openalex.org/A5013389509,https://api.openalex.org/works?filter=author.id:A5013389509,15,3,DE
